timestamp,open,high,low,close,volume
2025-03-19 00:00:00+05:30,156.8,159.2,156.5,158.6,66161413
2025-03-20 00:00:00+05:30,160.0,160.1,156.65,159.04,39889517
2025-03-21 00:00:00+05:30,159.03,159.75,156.82,157.28,49184821
2025-03-24 00:00:00+05:30,158.0,159.0,157.11,158.42,30905773
2025-03-25 00:00:00+05:30,159.0,159.0,156.05,156.73,28467187
2025-03-26 00:00:00+05:30,156.2,157.54,155.01,155.81,23182869
2025-03-27 00:00:00+05:30,154.8,156.1,154.2,155.42,25909068
2025-03-28 00:00:00+05:30,155.38,156.91,153.37,154.24,24589315
2025-04-01 00:00:00+05:30,152.07,155.34,152.07,153.12,29142122
2025-04-02 00:00:00+05:30,154.0,156.25,152.27,154.69,24977582
2025-04-03 00:00:00+05:30,153.0,155.97,152.6,153.62,15117526
2025-04-04 00:00:00+05:30,152.62,152.99,140.0,140.39,80846143
2025-04-07 00:00:00+05:30,128.0,130.35,125.33,129.48,121806340
2025-04-08 00:00:00+05:30,134.89,136.2,128.02,130.28,68999181
2025-04-09 00:00:00+05:30,130.0,130.0,125.3,127.18,73399980
2025-04-11 00:00:00+05:30,134.67,134.7,130.49,133.42,73706472
2025-04-15 00:00:00+05:30,135.6,137.0,134.84,136.41,38967608
2025-04-16 00:00:00+05:30,136.41,137.6,134.62,136.97,42684087
2025-04-17 00:00:00+05:30,134.4,136.78,133.7,136.13,33890170
