timestamp,open,high,low,close,volume
2025-03-19 00:00:00+05:30,1241.05,1253.25,1238.8,1247.15,16162399
2025-03-20 00:00:00+05:30,1251.85,1273.0,1250.05,1269.15,15971477
2025-03-21 00:00:00+05:30,1275.0,1281.0,1270.1,1276.35,21780769
2025-03-24 00:00:00+05:30,1291.0,1306.0,1284.25,1302.1,20299319
2025-03-25 00:00:00+05:30,1307.7,1307.7,1282.6,1285.45,13713899
2025-03-26 00:00:00+05:30,1291.0,1293.8,1268.75,1273.05,12074747
2025-03-27 00:00:00+05:30,1278.15,1285.0,1271.3,1278.2,15028056
2025-03-28 00:00:00+05:30,1280.0,1295.75,1269.0,1275.1,18147129
2025-04-01 00:00:00+05:30,1264.6,1277.9,1249.3,1252.6,12099648
2025-04-02 00:00:00+05:30,1247.55,1255.55,1243.9,1251.15,10142590
2025-04-03 00:00:00+05:30,1233.05,1251.8,1233.05,1248.7,7434366
2025-04-04 00:00:00+05:30,1241.1,1245.45,1193.15,1204.7,17908652
2025-04-07 00:00:00+05:30,1132.2,1171.25,1114.85,1165.7,22156106
2025-04-08 00:00:00+05:30,1172.0,1196.6,1163.3,1182.2,19555040
2025-04-09 00:00:00+05:30,1169.5,1189.8,1168.0,1185.35,10223104
2025-04-11 00:00:00+05:30,1195.15,1222.65,1195.15,1218.95,11224242
2025-04-15 00:00:00+05:30,1251.0,1251.0,1237.1,1240.1,13378535
2025-04-16 00:00:00+05:30,1234.1,1240.9,1229.0,1239.3,8248464
2025-04-17 00:00:00+05:30,1240.2,1257.3,1227.6,1256.6,5296854
